y	age	job	marital	education	balance	housing	loan	contact	duration	previous	poutcome
1	31	management	married	tertiary	792	no	no	cellular	763	0	unknown
0	45	management	divorced	tertiary	-96	no	yes	cellular	95	0	unknown
0	31	management	married	tertiary	69	no	no	cellular	195	0	unknown
0	32	technician	married	secondary	20	no	no	cellular	210	0	unknown
0	42	management	married	tertiary	251	no	no	cellular	413	0	unknown
0	47	housemaid	married	secondary	0	no	no	cellular	97	0	unknown
0	43	management	married	tertiary	2	no	yes	cellular	472	0	unknown
0	37	management	divorced	secondary	414	no	no	cellular	352	0	unknown
0	41	technician	married	secondary	-4	no	no	cellular	171	0	unknown
0	32	technician	married	tertiary	587	no	no	cellular	212	0	unknown
0	32	technician	single	tertiary	0	no	no	cellular	72	0	unknown
0	35	technician	married	secondary	1144	no	no	cellular	197	0	unknown
0	46	blue-collar	married	secondary	15	yes	yes	cellular	76	0	unknown
0	32	technician	married	secondary	687	no	no	cellular	161	0	unknown
0	42	self-employed	married	tertiary	83	yes	no	cellular	140	0	unknown
0	46	services	married	secondary	417	no	no	cellular	81	0	unknown
0	51	admin	married	primary	173	no	no	cellular	65	0	unknown
0	51	technician	married	secondary	337	yes	no	cellular	687	0	unknown
0	56	services	married	secondary	9	no	yes	cellular	285	0	unknown
0	45	admin	married	secondary	638	yes	no	cellular	75	0	unknown
0	37	technician	single	secondary	228	yes	no	cellular	1740	0	unknown
0	49	technician	married	secondary	51	no	no	cellular	513	0	unknown
0	41	technician	single	secondary	143	no	no	cellular	744	0	unknown
0	50	blue-collar	married	primary	-219	no	yes	cellular	177	0	unknown
0	36	management	married	tertiary	356	no	no	cellular	184	0	unknown
0	51	technician	married	secondary	-153	no	no	cellular	62	0	unknown
0	33	admin	single	secondary	344	yes	no	cellular	103	0	unknown
0	32	management	married	tertiary	1014	no	no	cellular	194	0	unknown
0	32	management	married	tertiary	138	no	no	cellular	94	0	unknown
0	31	management	married	tertiary	22546	yes	no	cellular	88	0	unknown
0	31	management	married	tertiary	156	no	no	cellular	77	0	unknown
0	39	housemaid	married	secondary	-146	yes	yes	cellular	239	0	unknown
0	39	management	married	tertiary	224	no	no	cellular	414	0	unknown
0	42	housemaid	married	primary	145	no	no	cellular	252	0	unknown
0	48	services	married	secondary	109	no	yes	cellular	113	0	unknown
0	43	management	married	tertiary	715	no	no	cellular	88	0	unknown
0	47	technician	married	secondary	275	no	no	cellular	447	0	unknown
0	39	technician	married	secondary	49	yes	no	cellular	379	0	unknown
0	36	technician	single	secondary	1044	yes	no	cellular	15	0	unknown
0	50	management	married	secondary	2130	no	no	cellular	203	0	unknown
0	38	management	married	tertiary	3440	no	no	cellular	471	0	unknown
0	39	technician	divorced	secondary	507	no	no	cellular	173	0	unknown
0	35	technician	married	secondary	179	no	yes	cellular	82	0	unknown
0	39	technician	married	tertiary	93	no	no	cellular	162	0	unknown
0	46	blue-collar	married	primary	620	yes	no	cellular	174	0	unknown
0	44	technician	married	secondary	7649	no	no	cellular	188	0	unknown
1	53	technician	married	tertiary	988	no	no	cellular	1408	0	unknown
0	50	entrepreneur	divorced	tertiary	101	no	no	cellular	132	0	unknown
0	60	retired	married	secondary	208	no	no	cellular	70	0	unknown
0	51	blue-collar	married	secondary	397	yes	no	cellular	293	0	unknown
0	31	technician	married	secondary	0	no	no	cellular	102	0	unknown
0	49	housemaid	married	secondary	3	no	no	cellular	118	0	unknown
0	50	blue-collar	married	primary	238	no	no	cellular	584	0	unknown
1	32	technician	single	secondary	116	yes	no	cellular	718	0	unknown
0	37	management	single	tertiary	361	no	no	cellular	174	0	unknown
0	40	technician	single	secondary	2244	no	yes	cellular	58	0	unknown
0	50	admin	married	secondary	242	yes	no	cellular	69	0	unknown
0	46	services	married	secondary	130	no	no	cellular	95	0	unknown
0	55	admin	married	secondary	51	no	no	cellular	94	0	unknown
1	60	admin	married	tertiary	1614	no	no	cellular	921	0	unknown
0	30	management	married	tertiary	294	no	no	cellular	605	0	unknown
0	35	management	married	tertiary	24	yes	no	cellular	174	0	unknown
0	35	technician	single	secondary	0	no	no	cellular	111	0	unknown
0	36	technician	married	tertiary	0	no	no	cellular	245	0	unknown
0	47	services	married	secondary	439	yes	no	cellular	156	0	unknown
0	37	management	married	tertiary	16	no	no	cellular	280	0	unknown
0	46	management	married	tertiary	110	yes	yes	cellular	243	0	unknown
0	32	management	married	tertiary	7743	no	no	cellular	358	0	unknown
0	48	management	single	secondary	-18	yes	no	cellular	430	0	unknown
0	30	technician	divorced	secondary	2403	no	no	cellular	132	0	unknown
0	49	management	married	tertiary	1912	yes	no	cellular	380	0	unknown
0	39	technician	married	secondary	0	no	no	cellular	327	0	unknown
1	33	technician	single	secondary	163	yes	no	cellular	627	0	unknown
0	47	services	married	secondary	665	yes	no	cellular	251	0	unknown
0	44	management	married	tertiary	5004	no	no	cellular	175	0	unknown
0	46	blue-collar	married	secondary	3547	no	no	cellular	395	0	unknown
0	36	technician	married	secondary	196	yes	no	cellular	687	0	unknown
0	43	technician	married	secondary	481	no	no	cellular	196	0	unknown
0	30	technician	single	secondary	790	no	no	cellular	696	0	unknown
0	37	management	single	tertiary	198	no	no	cellular	304	0	unknown
0	33	management	divorced	secondary	106	no	no	cellular	175	0	unknown
0	31	technician	single	secondary	159	no	no	cellular	129	0	unknown
0	41	housemaid	married	secondary	304	no	no	cellular	132	0	unknown
0	33	management	single	tertiary	0	no	no	cellular	291	0	unknown
0	47	services	married	secondary	1717	no	no	cellular	216	0	unknown
0	47	technician	married	secondary	52	no	no	cellular	881	0	unknown
0	49	admin	married	secondary	2465	no	no	cellular	157	0	unknown
0	32	technician	single	secondary	0	no	no	cellular	92	0	unknown
0	32	management	married	secondary	375	no	no	cellular	135	0	unknown
0	57	housemaid	married	primary	0	no	no	cellular	252	0	unknown
0	48	blue-collar	married	secondary	1143	yes	no	cellular	93	0	unknown
0	54	unknown	married	unknown	390	no	no	cellular	68	0	unknown
0	44	housemaid	married	primary	0	no	no	cellular	174	0	unknown
0	39	management	married	tertiary	208	no	no	cellular	170	0	unknown
0	44	management	married	tertiary	70	no	no	cellular	165	0	unknown
0	44	management	married	tertiary	0	yes	no	cellular	141	0	unknown
0	35	entrepreneur	divorced	secondary	80	no	no	cellular	67	0	unknown
0	51	management	married	tertiary	7631	no	no	cellular	896	0	unknown
1	37	technician	married	tertiary	247	no	no	cellular	625	0	unknown
0	31	management	single	tertiary	2085	yes	no	cellular	147	0	unknown
0	59	retired	married	primary	2568	no	no	cellular	63	0	unknown
0	52	blue-collar	married	primary	584	yes	no	cellular	76	0	unknown
0	38	technician	single	tertiary	221	no	no	cellular	79	0	unknown
0	40	management	married	tertiary	526	yes	no	cellular	113	0	unknown
0	42	housemaid	married	primary	2328	no	no	cellular	133	0	unknown
0	32	technician	single	secondary	432	no	no	cellular	559	0	unknown
0	54	self-employed	married	tertiary	0	yes	no	cellular	83	0	unknown
0	32	management	married	tertiary	396	yes	no	cellular	319	0	unknown
0	33	management	single	tertiary	12	no	no	cellular	471	0	unknown
0	41	technician	married	secondary	0	no	no	cellular	113	0	unknown
0	38	management	married	tertiary	1555	no	no	cellular	66	0	unknown
0	40	management	married	tertiary	2014	no	no	cellular	209	0	unknown
0	33	management	single	tertiary	23	no	no	cellular	216	0	unknown
1	45	admin	married	secondary	236	no	no	cellular	703	0	unknown
0	34	technician	single	tertiary	19	no	no	cellular	345	0	unknown
0	43	technician	divorced	tertiary	1088	no	no	cellular	341	0	unknown
0	31	technician	married	tertiary	79	yes	no	cellular	78	0	unknown
0	56	blue-collar	married	secondary	385	no	no	cellular	210	0	unknown
0	33	management	single	tertiary	215	no	no	telephone	41	0	unknown
0	40	management	married	tertiary	324	no	no	cellular	208	0	unknown
0	33	technician	divorced	secondary	558	yes	no	cellular	109	0	unknown
0	40	technician	single	secondary	34	no	no	cellular	66	0	unknown
0	53	management	divorced	tertiary	913	no	no	cellular	173	0	unknown
0	34	management	married	tertiary	651	no	no	cellular	160	0	unknown
0	31	student	single	tertiary	744	no	no	cellular	124	0	unknown
0	31	technician	single	secondary	36	no	no	cellular	99	0	unknown
0	46	blue-collar	married	secondary	123	no	no	cellular	381	0	unknown
0	31	technician	married	secondary	-305	no	yes	cellular	83	0	unknown
0	50	blue-collar	married	primary	8000	yes	no	cellular	221	0	unknown
0	59	entrepreneur	married	tertiary	-23	no	yes	cellular	195	0	unknown
0	33	management	single	tertiary	20794	no	no	cellular	226	0	unknown
0	35	management	married	tertiary	47	no	yes	cellular	44	0	unknown
0	34	technician	single	secondary	10890	no	no	cellular	46	0	unknown
0	49	management	married	secondary	601	no	no	cellular	278	0	unknown
0	55	technician	divorced	secondary	35	yes	no	cellular	126	0	unknown
0	57	management	married	tertiary	3250	no	no	cellular	162	0	unknown
0	37	management	single	tertiary	0	no	no	cellular	225	0	unknown
0	31	management	married	tertiary	1170	no	no	cellular	200	0	unknown
0	33	management	married	tertiary	0	no	no	cellular	85	0	unknown
0	48	management	married	tertiary	1567	yes	no	cellular	77	0	unknown
0	46	management	married	tertiary	0	no	no	cellular	96	0	unknown
0	51	housemaid	married	primary	3486	no	no	cellular	135	0	unknown
0	32	technician	single	tertiary	35	no	no	cellular	96	0	unknown
0	40	technician	married	secondary	-432	yes	yes	cellular	1464	0	unknown
0	54	housemaid	married	unknown	909	no	no	cellular	111	0	unknown
0	38	technician	married	secondary	63	no	no	cellular	320	0	unknown
0	30	management	single	tertiary	30	no	no	cellular	220	0	unknown
0	43	technician	married	secondary	253	no	no	cellular	111	0	unknown
0	42	management	married	tertiary	99	no	no	cellular	92	0	unknown
0	59	retired	married	primary	56	no	no	cellular	432	0	unknown
0	41	management	married	tertiary	185	no	no	cellular	286	0	unknown
0	47	technician	married	secondary	644	no	no	telephone	169	0	unknown
0	54	management	divorced	tertiary	205	no	no	cellular	182	0	unknown
0	52	blue-collar	married	primary	990	no	no	cellular	96	0	unknown
0	34	housemaid	married	secondary	0	no	no	cellular	398	0	unknown
0	34	technician	single	secondary	0	no	no	cellular	163	0	unknown
0	40	management	married	tertiary	185	no	no	cellular	310	0	unknown
0	47	management	married	tertiary	1224	no	no	cellular	189	0	unknown
0	38	technician	single	secondary	0	no	no	cellular	66	0	unknown
0	36	technician	single	secondary	310	no	no	cellular	115	0	unknown
0	35	management	married	tertiary	109	no	yes	cellular	257	0	unknown
0	36	management	married	tertiary	35	no	no	cellular	246	0	unknown
0	36	management	single	tertiary	1246	no	no	cellular	63	0	unknown
0	40	technician	single	secondary	572	no	no	cellular	971	0	unknown
0	30	technician	single	tertiary	196	no	no	cellular	210	0	unknown
0	51	management	married	tertiary	-3	no	no	cellular	79	0	unknown
0	38	technician	married	secondary	13	no	no	cellular	311	0	unknown
0	40	management	married	tertiary	52527	no	no	cellular	140	0	unknown
0	42	technician	married	secondary	5	no	no	cellular	98	0	unknown
0	31	management	single	tertiary	0	no	no	cellular	218	0	unknown
0	33	technician	single	tertiary	213	no	no	cellular	152	0	unknown
0	33	management	married	tertiary	0	no	no	cellular	102	0	unknown
0	33	technician	single	tertiary	1805	no	no	cellular	211	0	unknown
0	32	self-employed	married	secondary	9	no	no	cellular	331	0	unknown
0	36	unknown	married	primary	0	no	no	cellular	238	0	unknown
0	53	blue-collar	married	unknown	0	no	no	cellular	150	0	unknown
0	53	blue-collar	married	secondary	-31	no	no	cellular	82	0	unknown
0	58	retired	married	primary	358	no	no	cellular	396	0	unknown
0	30	technician	married	tertiary	0	no	no	cellular	351	0	unknown
0	33	management	married	tertiary	51	yes	no	cellular	273	0	unknown
0	31	technician	single	tertiary	24	no	no	cellular	246	0	unknown
0	45	technician	married	tertiary	0	no	no	cellular	103	0	unknown
0	39	technician	single	tertiary	0	no	no	cellular	121	0	unknown
0	41	technician	divorced	secondary	988	no	no	cellular	429	0	unknown
0	44	management	married	secondary	0	no	no	cellular	167	0	unknown
0	48	blue-collar	married	primary	492	no	yes	cellular	139	0	unknown
0	46	management	married	tertiary	-337	no	yes	cellular	120	0	unknown
0	44	management	divorced	tertiary	243	no	no	cellular	118	0	unknown
0	37	management	single	tertiary	102	yes	no	cellular	101	0	unknown
0	43	technician	married	tertiary	1485	no	no	cellular	180	0	unknown
0	58	management	married	tertiary	287	yes	no	cellular	676	0	unknown
0	50	management	divorced	tertiary	83	yes	no	cellular	40	0	unknown
1	34	technician	single	secondary	666	no	no	cellular	1503	0	unknown
0	42	management	single	tertiary	0	no	yes	cellular	384	0	unknown
0	33	technician	single	secondary	422	no	no	cellular	289	0	unknown
0	35	technician	single	tertiary	147	no	no	cellular	134	0	unknown
0	30	technician	single	secondary	-123	no	yes	cellular	120	0	unknown
0	31	technician	single	secondary	388	no	no	cellular	115	0	unknown
0	51	blue-collar	married	primary	0	no	no	cellular	234	0	unknown
0	30	technician	married	secondary	9	no	no	cellular	129	0	unknown
0	37	technician	married	secondary	28	no	no	cellular	101	0	unknown
0	32	technician	single	secondary	0	no	no	cellular	126	0	unknown
0	38	technician	married	secondary	1960	yes	no	cellular	161	0	unknown
1	56	technician	married	tertiary	73	no	no	cellular	644	0	unknown
0	46	services	married	secondary	244	no	no	cellular	139	0	unknown
0	55	blue-collar	married	unknown	196	no	no	cellular	168	0	unknown
0	32	housemaid	single	tertiary	4	yes	no	cellular	776	0	unknown
0	36	management	married	tertiary	0	no	no	cellular	173	0	unknown
0	53	blue-collar	married	primary	2295	no	no	cellular	65	0	unknown
0	52	blue-collar	married	primary	924	no	no	cellular	93	0	unknown
0	50	services	divorced	secondary	-210	no	yes	cellular	153	0	unknown
0	36	technician	married	secondary	1130	no	no	cellular	223	0	unknown
0	45	blue-collar	married	secondary	13156	no	no	cellular	62	0	unknown
0	33	housemaid	married	primary	167	no	no	cellular	141	0	unknown
0	34	management	married	tertiary	468	no	no	cellular	104	0	unknown
0	47	management	single	tertiary	0	no	no	cellular	136	0	unknown
0	30	management	married	tertiary	4948	no	no	cellular	376	0	unknown
0	45	blue-collar	married	secondary	430	no	yes	cellular	140	0	unknown
0	32	technician	single	tertiary	0	no	no	cellular	119	0	unknown
0	31	technician	single	tertiary	-1	no	no	cellular	117	0	unknown
0	45	blue-collar	married	primary	1251	no	yes	cellular	126	0	unknown
0	44	technician	divorced	secondary	65	no	no	cellular	148	0	unknown
0	39	technician	married	secondary	22	no	no	cellular	76	0	unknown
0	55	technician	married	tertiary	11	no	no	cellular	588	0	unknown
0	34	technician	single	tertiary	0	no	no	cellular	121	0	unknown
0	33	management	married	tertiary	150	no	no	cellular	151	0	unknown
1	57	technician	divorced	tertiary	96	no	no	cellular	913	0	unknown
0	38	management	married	tertiary	3995	no	no	cellular	1111	0	unknown
0	35	technician	married	secondary	249	no	no	cellular	205	0	unknown
0	53	technician	married	secondary	144	no	no	cellular	282	0	unknown
0	42	technician	single	secondary	0	no	no	cellular	656	0	unknown
0	33	technician	married	tertiary	15	no	no	cellular	97	0	unknown
0	36	housemaid	married	secondary	0	no	no	cellular	76	0	unknown
0	31	management	single	tertiary	0	no	no	cellular	243	0	unknown
0	56	management	married	tertiary	502	no	no	cellular	321	0	unknown
0	31	unemployed	single	secondary	2066	no	yes	cellular	162	0	unknown
0	34	management	single	tertiary	0	no	no	cellular	183	0	unknown
0	41	housemaid	married	primary	39	no	no	cellular	299	0	unknown
0	34	technician	married	secondary	-255	yes	no	cellular	179	0	unknown
0	41	technician	married	secondary	1032	yes	no	cellular	64	0	unknown
0	34	management	married	tertiary	0	no	no	cellular	124	0	unknown
0	60	retired	married	secondary	404	no	no	cellular	335	0	unknown
0	36	admin	single	secondary	8	no	no	cellular	115	0	unknown
0	35	technician	single	tertiary	8	no	no	cellular	169	0	unknown
0	36	management	married	tertiary	0	yes	no	cellular	90	0	unknown
0	51	management	married	tertiary	307	no	no	cellular	244	0	unknown
0	30	technician	single	tertiary	-970	no	yes	cellular	194	0	unknown
1	57	blue-collar	married	secondary	2887	no	no	cellular	819	0	unknown
0	40	technician	married	secondary	1498	no	yes	cellular	139	0	unknown
0	34	management	single	tertiary	886	yes	no	cellular	104	0	unknown
0	57	technician	single	secondary	104	no	no	cellular	297	0	unknown
0	33	technician	divorced	secondary	9	no	no	cellular	91	0	unknown
0	57	technician	married	tertiary	121	no	no	cellular	135	0	unknown
0	34	management	divorced	tertiary	0	no	no	cellular	123	0	unknown
0	48	self-employed	married	secondary	91	no	no	cellular	136	0	unknown
0	30	technician	single	secondary	0	no	no	cellular	166	0	unknown
0	30	management	married	tertiary	562	no	no	cellular	137	0	unknown
0	55	technician	married	tertiary	1354	no	no	cellular	545	0	unknown
0	52	technician	divorced	secondary	225	no	no	cellular	58	0	unknown
0	30	technician	married	tertiary	423	yes	no	cellular	230	0	unknown
1	32	management	single	tertiary	46	no	no	cellular	788	0	unknown
0	33	management	single	tertiary	20	no	no	cellular	329	0	unknown
0	39	technician	married	secondary	564	no	no	cellular	86	0	unknown
0	50	blue-collar	married	primary	533	no	no	cellular	212	0	unknown
0	47	management	married	tertiary	509	no	yes	cellular	898	0	unknown
0	32	management	single	tertiary	438	no	no	cellular	318	0	unknown
0	54	self-employed	married	secondary	77	no	no	cellular	180	0	unknown
0	31	technician	single	tertiary	176	no	no	cellular	241	0	unknown
0	55	blue-collar	married	primary	400	no	no	cellular	137	0	unknown
0	48	blue-collar	married	secondary	2008	no	no	cellular	238	0	unknown
0	37	management	married	tertiary	727	no	no	cellular	176	0	unknown
0	52	admin	married	tertiary	17	no	no	cellular	97	0	unknown
0	31	technician	single	secondary	506	no	no	cellular	43	0	unknown
0	35	management	single	tertiary	75	no	no	cellular	122	0	unknown
0	34	technician	married	tertiary	5060	yes	no	cellular	12	0	unknown
0	37	management	married	secondary	31	no	no	cellular	119	0	unknown
0	45	blue-collar	married	secondary	1179	no	no	cellular	172	0	unknown
0	31	technician	single	tertiary	26	no	no	cellular	419	0	unknown
0	33	management	divorced	tertiary	433	no	no	cellular	575	0	unknown
0	31	technician	single	tertiary	110	no	no	cellular	238	0	unknown
0	48	technician	divorced	secondary	0	no	no	cellular	76	0	unknown
0	57	self-employed	married	secondary	2109	no	no	cellular	107	0	unknown
0	31	technician	married	secondary	28	no	no	cellular	175	0	unknown
0	43	technician	married	tertiary	226	no	no	cellular	156	0	unknown
0	50	management	married	tertiary	0	no	no	cellular	89	0	unknown
0	32	management	married	secondary	134	no	no	cellular	181	0	unknown
0	32	technician	single	tertiary	0	no	no	cellular	660	0	unknown
0	60	blue-collar	married	secondary	0	no	no	cellular	111	0	unknown
1	50	services	married	secondary	1501	no	no	cellular	946	0	unknown
0	40	technician	married	tertiary	278	no	no	cellular	55	0	unknown
0	32	housemaid	married	secondary	0	no	no	cellular	435	0	unknown
1	30	services	single	tertiary	-477	no	yes	cellular	1532	0	unknown
0	60	services	married	secondary	1446	no	no	cellular	283	0	unknown
0	52	services	married	secondary	0	no	no	cellular	202	0	unknown
0	53	admin	married	secondary	105	no	yes	cellular	74	0	unknown
0	50	unknown	married	unknown	0	no	no	cellular	120	0	unknown
0	58	retired	married	tertiary	0	no	no	cellular	138	0	unknown
0	36	technician	single	secondary	18	no	no	cellular	67	0	unknown
0	39	management	married	tertiary	1981	no	no	cellular	1026	0	unknown
0	35	technician	married	secondary	905	no	yes	cellular	114	0	unknown
0	40	management	married	tertiary	700	yes	no	cellular	88	0	unknown
0	31	technician	single	tertiary	424	no	no	cellular	93	0	unknown
0	39	management	single	tertiary	86	yes	no	cellular	140	0	unknown
0	45	management	married	tertiary	-459	no	no	cellular	508	0	unknown
0	57	admin	married	unknown	1401	no	no	cellular	91	0	unknown
0	30	technician	single	tertiary	6619	yes	no	cellular	239	0	unknown
0	44	management	married	tertiary	7635	no	no	cellular	719	0	unknown
0	47	management	single	tertiary	440	no	no	cellular	71	0	unknown
0	47	blue-collar	married	primary	468	no	no	cellular	381	0	unknown
0	34	management	single	tertiary	0	no	no	cellular	191	0	unknown
1	56	admin	married	secondary	1694	no	no	cellular	793	0	unknown
0	31	management	single	tertiary	284	no	no	cellular	45	0	unknown
0	37	management	married	tertiary	292	no	no	cellular	133	0	unknown
0	45	management	married	tertiary	0	no	no	cellular	144	0	unknown
0	34	technician	single	secondary	202	yes	no	cellular	114	0	unknown
0	37	technician	divorced	secondary	-18	no	no	cellular	870	0	unknown
0	33	management	married	tertiary	137	yes	yes	cellular	70	0	unknown
0	46	management	married	tertiary	549	no	no	cellular	87	0	unknown
0	34	management	single	tertiary	0	no	no	cellular	129	0	unknown
0	33	technician	single	tertiary	8097	no	yes	cellular	500	0	unknown
0	36	management	married	tertiary	518	no	no	cellular	48	0	unknown
0	33	technician	divorced	secondary	557	yes	no	cellular	362	0	unknown
0	30	management	married	tertiary	151	no	no	cellular	121	0	unknown
0	48	management	married	tertiary	11	yes	no	cellular	102	0	unknown
0	37	management	married	tertiary	21	no	no	cellular	50	0	unknown
0	43	management	married	tertiary	0	no	no	cellular	127	0	unknown
0	30	management	single	tertiary	55	no	no	cellular	132	0	unknown
0	37	self-employed	married	secondary	744	yes	yes	cellular	161	0	unknown
0	37	management	married	secondary	510	yes	no	cellular	154	0	unknown
0	53	technician	single	tertiary	1	no	no	cellular	190	0	unknown
0	33	technician	married	secondary	7621	no	no	cellular	68	0	unknown
1	55	blue-collar	married	secondary	196	no	no	cellular	81	0	unknown
0	42	technician	single	secondary	25	yes	no	cellular	148	0	unknown
0	34	technician	single	secondary	161	no	no	cellular	406	0	unknown
0	49	technician	divorced	secondary	57	no	no	cellular	396	0	unknown
0	34	management	single	tertiary	197	no	yes	cellular	274	0	unknown
0	49	services	married	secondary	400	no	no	cellular	151	0	unknown
0	52	management	married	tertiary	291	no	no	cellular	150	0	unknown
0	57	technician	married	tertiary	0	no	no	cellular	242	0	unknown
0	57	retired	married	primary	0	no	no	cellular	394	0	unknown
0	51	housemaid	married	tertiary	990	no	no	telephone	189	0	unknown
0	33	technician	single	tertiary	316	no	no	cellular	126	0	unknown
0	33	technician	divorced	secondary	0	no	no	cellular	224	0	unknown
1	32	management	single	tertiary	41	no	no	cellular	686	0	unknown
0	35	technician	married	secondary	84	yes	no	cellular	415	0	unknown
0	31	management	married	tertiary	351	no	no	cellular	165	0	unknown
0	35	management	single	tertiary	0	no	no	cellular	183	0	unknown
0	32	management	single	tertiary	154	no	yes	cellular	301	0	unknown
0	37	management	married	secondary	38	no	no	cellular	94	0	unknown
0	55	blue-collar	married	secondary	644	no	no	cellular	42	0	unknown
0	39	management	married	tertiary	1363	no	no	cellular	294	0	unknown
0	36	self-employed	married	primary	161	no	no	cellular	239	0	unknown
0	32	technician	single	tertiary	178	no	no	cellular	159	0	unknown
0	33	management	single	tertiary	206	no	no	cellular	231	0	unknown
1	34	self-employed	single	tertiary	462	no	no	cellular	1877	0	unknown
0	53	housemaid	married	primary	70	no	no	cellular	77	0	unknown
0	35	unknown	married	primary	4144	no	no	cellular	310	0	unknown
0	59	blue-collar	married	primary	0	yes	yes	cellular	140	0	unknown
0	30	management	married	tertiary	0	no	no	cellular	142	0	unknown
0	47	technician	married	secondary	11	no	no	cellular	184	0	unknown
0	31	technician	single	secondary	4	no	no	cellular	102	0	unknown
0	31	housemaid	married	primary	25	no	no	cellular	169	0	unknown
0	32	technician	married	secondary	0	no	no	cellular	120	0	unknown
0	34	management	married	secondary	355	no	no	cellular	314	0	unknown
0	47	self-employed	married	secondary	3279	no	no	cellular	189	0	unknown
0	34	technician	married	secondary	22	no	no	cellular	270	0	unknown
0	33	management	married	tertiary	0	no	yes	cellular	148	0	unknown
0	42	management	married	tertiary	37	no	no	cellular	299	0	unknown
0	40	technician	married	secondary	318	no	no	cellular	196	0	unknown
0	41	management	married	secondary	0	no	no	cellular	280	0	unknown
0	36	technician	single	secondary	0	no	no	cellular	42	0	unknown
0	30	technician	single	tertiary	69	no	no	cellular	300	0	unknown
0	54	management	married	tertiary	1090	no	no	cellular	160	0	unknown
0	33	technician	single	tertiary	255	no	no	cellular	247	0	unknown
0	33	management	single	tertiary	109	no	no	cellular	122	0	unknown
0	59	housemaid	married	secondary	454	no	no	cellular	162	0	unknown
0	30	technician	single	secondary	13	no	no	cellular	379	0	unknown
0	47	blue-collar	married	primary	0	no	no	cellular	494	0	unknown
0	53	blue-collar	married	primary	0	no	no	cellular	195	0	unknown
0	35	management	single	secondary	0	no	no	cellular	163	0	unknown
0	31	technician	single	tertiary	50	no	no	cellular	794	0	unknown
0	60	management	married	tertiary	70	no	no	cellular	36	0	unknown
0	55	blue-collar	married	primary	2384	no	yes	telephone	331	0	unknown
0	46	blue-collar	married	primary	278	no	no	cellular	153	0	unknown
0	35	management	single	tertiary	-146	yes	no	cellular	269	0	unknown
0	49	blue-collar	married	primary	1898	no	no	cellular	159	0	unknown
0	30	management	single	tertiary	254	no	no	cellular	202	0	unknown
0	37	technician	married	secondary	1580	no	no	cellular	92	0	unknown
0	52	retired	married	secondary	0	no	no	cellular	351	0	unknown
0	33	technician	divorced	secondary	6	no	no	cellular	239	0	unknown
0	55	management	married	tertiary	0	no	no	cellular	64	0	unknown
0	52	retired	married	primary	6	no	no	cellular	82	0	unknown
0	43	technician	single	tertiary	58	no	no	cellular	97	0	unknown
0	38	technician	married	tertiary	664	no	no	cellular	242	0	unknown
0	32	management	single	tertiary	0	no	no	cellular	360	0	unknown
0	44	management	married	tertiary	38	no	no	cellular	98	0	unknown
0	41	technician	married	secondary	1344	no	no	cellular	169	0	unknown
0	47	blue-collar	married	secondary	11305	no	no	cellular	118	0	unknown
0	50	services	married	primary	-158	no	no	cellular	203	0	unknown
0	41	management	married	tertiary	15449	no	no	cellular	136	0	unknown
0	52	management	married	tertiary	1339	yes	no	cellular	343	0	unknown
0	31	technician	married	tertiary	22	no	no	cellular	122	0	unknown
0	33	technician	single	tertiary	516	no	no	cellular	76	0	unknown
0	47	admin	married	secondary	29	no	yes	cellular	150	0	unknown
0	34	technician	married	secondary	260	yes	no	cellular	142	0	unknown
0	33	technician	single	secondary	18	no	no	cellular	93	0	unknown
0	53	management	married	tertiary	32	no	yes	cellular	122	0	unknown
0	37	unemployed	single	secondary	42	no	no	cellular	99	0	unknown
0	34	technician	single	secondary	229	no	no	cellular	154	0	unknown
0	32	technician	single	secondary	-420	no	no	cellular	586	0	unknown
0	31	technician	divorced	tertiary	0	no	no	cellular	127	0	unknown
1	52	management	married	tertiary	1227	no	no	cellular	1123	0	unknown
0	45	technician	single	tertiary	0	no	no	cellular	87	0	unknown
0	58	services	divorced	secondary	183	no	no	cellular	167	0	unknown
0	37	management	married	tertiary	981	no	no	cellular	135	0	unknown
0	46	technician	divorced	tertiary	532	no	no	cellular	491	0	unknown
0	30	technician	married	secondary	398	yes	no	cellular	111	0	unknown
0	43	technician	married	tertiary	0	no	no	cellular	78	0	unknown
0	60	self-employed	single	secondary	27	no	no	cellular	40	0	unknown
0	30	technician	single	tertiary	0	no	no	cellular	34	0	unknown
0	33	management	married	tertiary	1109	no	no	cellular	306	0	unknown
0	46	blue-collar	married	primary	255	no	no	cellular	95	0	unknown
0	42	management	married	secondary	580	no	no	cellular	67	0	unknown
0	47	management	married	secondary	0	no	yes	cellular	644	0	unknown
0	49	technician	married	secondary	27	no	no	cellular	57	0	unknown
0	35	self-employed	married	secondary	573	yes	yes	cellular	140	0	unknown
0	32	management	single	tertiary	98	no	no	cellular	119	0	unknown
1	32	management	single	tertiary	522	no	no	cellular	576	0	unknown
1	31	self-employed	married	tertiary	94	no	no	cellular	579	0	unknown
0	47	technician	married	secondary	147	no	no	cellular	136	0	unknown
1	41	technician	married	secondary	965	no	no	cellular	336	0	unknown
0	32	technician	married	secondary	14	no	no	cellular	313	0	unknown
0	46	housemaid	single	tertiary	1328	no	no	cellular	1241	0	unknown
0	36	technician	married	tertiary	0	no	no	cellular	147	0	unknown
0	36	technician	married	secondary	366	no	yes	cellular	136	0	unknown
